Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
9.0566 ; 94.77619
9.07765 ; 87.39371
9.0987 ; 81.72634
9.11975 ; 77.83095
9.130275 ; 76.63074
9.1408 ; 76.00491
9.151325 ; 76.0281
9.16185 ; 76.78293
9.171338 ; 78.15712
9.180825 ; 80.23734
9.190313 ; 83.04576
9.1998 ; 86.56447
9.218775 ; 95.38793
9.23775 ; 105.3533
9.24891 ; 110.8446
9.260069 ; 115.3896
9.271229 ; 118.4725
9.282388 ; 119.6936
9.288775 ; 119.4637
9.298357 ; 117.8261
9.307938 ; 114.7143
9.317519 ; 110.3141
9.3271 ; 104.8943
9.351103 ; 88.93996
9.363104 ; 80.81848
9.375105 ; 73.20931
9.387107 ; 66.3748
9.399108 ; 60.43214
9.411109 ; 55.38363
9.42311 ; 51.15923
9.434566 ; 47.79773
9.446022 ; 44.98906
9.457478 ; 42.63781
9.468933 ; 40.66122
9.480389 ; 38.99067
9.491844 ; 37.57229
9.514755 ; 35.33362
9.537667 ; 33.71639
9.560578 ; 32.59069
9.583489 ; 31.88106
9.6064 ; 31.53555
9.636375 ; 31.53865
9.681338 ; 32.04018
9.703819 ; 32.16276
9.7263 ; 31.92693
9.741275 ; 31.48487
9.763738 ; 30.33386
9.7862 ; 28.63678
9.8461 ; 22.8284
9.870147 ; 20.63294
9.894194 ; 18.75763
9.918241 ; 17.2426
9.942288 ; 16.08211
9.956716 ; 15.55279
9.971144 ; 15.15462
9.985572 ; 14.90412
10.0 ; 14.8332
10.014 ; 14.98548
10.02625 ; 15.3522
10.0385 ; 15.99964
10.05075 ; 16.99713
10.063 ; 18.41416
10.07525 ; 20.30564
10.0875 ; 22.69206
10.09975 ; 25.53808
10.112 ; 28.73544
10.13 ; 33.66283
10.13897 ; 35.99664
10.14794 ; 38.09814
10.15691 ; 39.85914
10.16588 ; 41.18829
10.17763 ; 42.17139
10.18854 ; 42.26886
10.19944 ; 41.61153
10.21035 ; 40.29572
10.22125 ; 38.4697
10.24263 ; 34.05358
10.25332 ; 31.73333
10.264 ; 29.49833
10.27469 ; 27.42097
10.28538 ; 25.54716
10.29607 ; 23.89328
10.30675 ; 22.45694
10.31566 ; 21.41223
10.32457 ; 20.4933
10.33348 ; 19.68571
10.34238 ; 18.97586
10.36019 ; 17.79372
10.378 ; 16.85686
10.39225 ; 16.23847
10.4065 ; 15.70935
10.435 ; 14.84989
10.4635 ; 14.18056
10.492 ; 13.64633
10.5205 ; 13.21581
10.549 ; 12.87187
10.606 ; 12.42982
10.6345 ; 12.35544
10.663 ; 12.41469
10.696 ; 12.67818
10.729 ; 13.10968
10.762 ; 13.54934
10.795 ; 13.78921
10.839 ; 13.64409
10.90133 ; 12.94812
10.96365 ; 12.37324
11.02597 ; 12.08965
11.08829 ; 12.02485
11.12569 ; 12.06903
11.16308 ; 12.17141
11.20047 ; 12.33527
11.23786 ; 12.5699
11.27526 ; 12.8909
11.29396 ; 13.09091
11.31265 ; 13.32258
11.33135 ; 13.5919
11.35004 ; 13.90623
11.36874 ; 14.27641
11.38743 ; 14.7168
11.40457 ; 15.20068
11.42171 ; 15.78602
11.43028 ; 16.12766
11.43885 ; 16.51003
11.44742 ; 16.9413
11.45598 ; 17.43129
11.46455 ; 17.99455
11.47312 ; 18.6478
11.48169 ; 19.41304
11.49026 ; 20.318
11.49883 ; 21.39708
11.5074 ; 22.69179
11.51597 ; 24.25071
11.52453 ; 26.12588
11.5331 ; 28.37922
11.54167 ; 31.06497
11.55024 ; 34.23141
11.55881 ; 37.91021
11.56738 ; 42.10651
11.57595 ; 46.78849
11.58452 ; 51.87828
11.59309 ; 57.24595
11.604 ; 64.18719
11.6149 ; 70.78794
11.62344 ; 75.36473
11.63198 ; 79.11986
11.64052 ; 81.80472
11.64905 ; 83.22128
11.65523 ; 83.38464
11.6614 ; 82.80165
11.66449 ; 82.23107
11.67375 ; 79.45396
11.68332 ; 75.06503
11.69289 ; 69.43994
11.70246 ; 62.96751
11.71202 ; 56.07405
11.72406 ; 47.39751
11.73609 ; 39.34271
11.74812 ; 32.34983
11.75414 ; 29.32556
11.76015 ; 26.63637
11.76663 ; 24.10217
11.77311 ; 21.93165
11.77959 ; 20.10056
11.78607 ; 18.57889
11.79255 ; 17.33349
11.79903 ; 16.33025
11.80551 ; 15.53585
11.81199 ; 14.919
11.82079 ; 14.31506
11.82958 ; 13.92526
11.83837 ; 13.69888
11.84716 ; 13.59673
11.85596 ; 13.589
11.86475 ; 13.65352
11.87354 ; 13.77414
11.88233 ; 13.93939
11.89113 ; 14.14148
11.89992 ; 14.37447
11.9175 ; 14.9204
11.93509 ; 15.56231
11.95267 ; 16.29613
11.96748 ; 16.98881
11.98229 ; 17.75542
11.9971 ; 18.60422
12.01191 ; 19.54631
12.02672 ; 20.5961
12.04153 ; 21.77194
12.06045 ; 23.49518
12.07936 ; 25.52592
12.09827 ; 27.95431
12.11718 ; 30.90806
12.13609 ; 34.57654
12.14555 ; 36.7655
12.155 ; 39.25122
12.16446 ; 42.10271
12.17391 ; 45.39487
12.18337 ; 49.23767
12.19282 ; 53.75309
12.20308 ; 59.61193
12.21333 ; 66.71239
12.22359 ; 75.38506
12.23384 ; 85.98569
12.2441 ; 98.9531
12.25435 ; 114.6982
12.2646 ; 133.6418
12.27485 ; 156.1017
12.28237 ; 174.9083
12.28989 ; 195.6593
12.29741 ; 218.2274
12.30493 ; 242.3716
12.31245 ; 267.7266
12.31997 ; 293.7993
12.335 ; 345.5044
12.3471 ; 383.3368
12.35919 ; 414.0927
12.37129 ; 434.7167
12.38338 ; 442.9035
12.38875 ; 442.2402
12.3995 ; 432.9612
12.40717 ; 420.2002
12.41483 ; 402.9137
12.43016 ; 357.5676
12.44549 ; 303.5748
12.46082 ; 247.7739
12.47778 ; 190.5744
12.48626 ; 165.2345
12.49473 ; 142.5152
12.50321 ; 122.4552
12.51168 ; 105.0546
12.52016 ; 90.12184
12.52863 ; 77.4748
12.53591 ; 68.2238
12.54318 ; 60.30305
12.55046 ; 53.52636
12.55773 ; 47.7576
12.56501 ; 42.83918
12.57228 ; 38.65847
12.57955 ; 35.09811
12.58682 ; 32.06357
12.5941 ; 29.47153
12.60137 ; 27.26201
12.60864 ; 25.37562
12.61591 ; 23.76665
12.63046 ; 21.23719
12.645 ; 19.45584
12.65747 ; 18.41316
12.66994 ; 17.75723
12.68241 ; 17.45228
12.69488 ; 17.47707
12.70943 ; 17.90652
